Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/15/2022 6:01:41 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-14 B6 Fasting.BDTA

GROUP/CAGE:0101
SUBJECT ID:8-1
SUBJECT MASS:28.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 2 ,010102,3/14/2022,3/14/2022 7:01:01 AM ,3/14/2022 7:02:01 AM , 60 ,0.99,0.99,g,
 2 , 4 ,010102,3/14/2022,3/14/2022 7:11:44 AM ,3/14/2022 7:11:50 AM , 6 ,0.12,1.11,g,
 3 , 15 ,010102,3/14/2022,3/14/2022 8:13:34 AM ,3/14/2022 8:13:42 AM , 8 ,0.97,2.08,g,
 4 , 17 ,010102,3/14/2022,3/14/2022 8:25:33 AM ,3/14/2022 8:25:35 AM , 2 ,0.69,2.77,g,
 5 , 31 ,010102,3/14/2022,3/14/2022 9:46:06 AM ,3/14/2022 9:46:40 AM , 34 ,4.93,7.70,g,
 6 , 125 ,010102,3/14/2022,3/14/2022 6:35:37 PM ,3/14/2022 6:38:10 PM , 153 ,12.02,19.72,g,
 7 , 147 ,010102,3/14/2022,3/14/2022 8:45:00 PM ,3/14/2022 8:45:44 PM , 44 ,0.47,20.19,g,
 8 , 149 ,010102,3/14/2022,3/14/2022 8:53:26 PM ,3/14/2022 8:53:42 PM , 16 ,0.11,20.30,g,
 9 , 175 ,010102,3/14/2022,3/14/2022 11:22:32 PM ,3/14/2022 11:23:05 PM , 33 ,0.50,20.79,g,
 10 , 203 ,010102,3/15/2022,3/15/2022 1:58:59 AM ,3/15/2022 1:59:27 AM , 28 ,1.12,21.91,g,
 11 , 206 ,010102,3/15/2022,3/15/2022 2:20:11 AM ,3/15/2022 2:21:09 AM , 58 ,0.14,22.05,g,
 12 , 216 ,010102,3/15/2022,3/15/2022 3:15:06 AM ,3/15/2022 3:15:34 AM , 28 ,0.19,22.24,g,
