===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============
1,112,10/7/21 11:27,4146,20.91,20.722,0.188,0,2913,0.055,0.196,0.141,0,0.703,19.4,0.902,75,STABLE / OPEN,0,0,0,0,157,51,284,121,0,3,0,ERR:0,38.6,31.4,30.4,30,0,0,100
2,112,10/7/21 11:33,4103,20.91,20.725,0.185,0,2783,0.055,0.19,0.134,0,0.678,19.1,0.902,75,UNSTABLE / OPEN,0,0,0,0,193,62,454,192,0,3,0,ERR:0,39,31.5,30.4,30,0,0,100
3,112,10/7/21 11:39,3875,20.91,20.736,0.174,0,2593,0.055,0.18,0.125,0,0.669,18,0.901,75,UNSTABLE / OPEN,0,0,0,0,151,60,331,83,0,3,0,ERR:0,38.5,31.5,30,30,0,0,100
4,112,10/7/21 11:44,3899,20.91,20.735,0.175,0,2606,0.054,0.18,0.126,0,0.668,18.1,0.903,75,UNSTABLE / OPEN,0,0,0,0,301,145,429,236,17,1,0,ERR:0,39.1,31.5,30.6,30,0,0,100
5,112,10/7/21 11:50,3780,20.91,20.74,0.17,0,2500,0.053,0.174,0.121,0,0.661,17.5,0.901,75,UNSTABLE / OPEN,0,0,0,0,136,34,290,78,0,6,0,ERR:0,39.2,31.6,30.3,30,0,0,100
6,112,10/7/21 11:56,3744,20.91,20.74,0.17,0,2695,0.052,0.182,0.13,0,0.72,17.6,0.904,75,UNSTABLE / OPEN,0,0,0,0,137,55,454,114,3,12,0,ERR:0,39.5,31.6,30.7,30,0,0,100
7,112,10/7/21 12:01,3518,20.91,20.75,0.16,0.1,2571,0.05,0.174,0.124,0,0.731,16.6,0.901,75,UNSTABLE / OPEN,0,0,0,0,119,8,314,38,0,2,0,ERR:0,39.6,31.6,30.4,30,0,0,100
8,112,10/7/21 12:07,3376,20.91,20.756,0.154,0.1,2503,0.049,0.17,0.121,0,0.741,16,0.9,75,UNSTABLE / OPEN,0,0,0,0,247,75,236,109,12,3,0,ERR:0,40.1,31.7,30,30,0,0,100
9,112,10/7/21 12:13,3489,20.91,20.75,0.159,0.1,2599,0.05,0.175,0.125,0.1,0.745,16.5,0.902,75,UNSTABLE / OPEN,0,0,0,0,229,83,226,69,18,1,0,ERR:0,40.5,31.6,30.6,30,0,0,100
10,112,10/7/21 12:18,3327,20.91,20.758,0.152,0.1,2469,0.049,0.168,0.119,0.1,0.742,15.7,0.901,75,UNSTABLE / OPEN,0,0,0,0,72,14,215,31,0,1,0,ERR:0,40.7,31.7,30.4,30,0,0,100
11,112,10/7/21 12:24,3083,20.91,20.768,0.141,0.1,2376,0.048,0.163,0.115,0.1,0.771,14.7,0.902,75,UNSTABLE / OPEN,0,0,0,0,59,2,152,11,0,3,0,ERR:0,40.2,31.7,30.1,30,0,0,100
12,112,10/7/21 12:30,2778,20.91,20.782,0.127,0.1,2128,0.049,0.151,0.103,0.1,0.766,13.2,0.903,75,STABLE / OPEN,0.25,0.25,0,0,41,0,58,17,0,1,0,ERR:0,39.9,31.7,30.6,30,0,0,100
13,112,10/7/21 12:35,2462,20.91,20.796,0.113,0.1,1918,0.048,0.141,0.093,0.1,0.779,11.8,0.901,75,STABLE / OPEN,0,0.25,0,0,6,4,46,25,0,6,0,ERR:0,39.8,31.6,30.3,30,0,0,100
14,112,10/7/21 12:41,2155,20.91,20.811,0.099,0.1,1691,0.048,0.129,0.081,0.1,0.785,10.3,0.903,75,STABLE / OPEN,0,0.25,0,0,19,0,222,3,0,3,0,ERR:0,39.7,31.7,30.2,30,0,0,100
15,112,10/7/21 12:47,1961,20.91,20.819,0.09,0.1,1534,0.047,0.121,0.074,0.1,0.782,9.4,0.902,75,STABLE / OPEN,0,0.25,0,0,0,0,390,1,0,2,0,ERR:0,39.8,31.7,30.6,30,0,0,100
16,112,10/7/21 12:52,2289,20.91,20.804,0.106,0.1,1835,0.047,0.136,0.088,0.1,0.802,11,0.902,75,UNSTABLE / OPEN,0,0.25,0,0,60,17,220,48,0,4,0,ERR:0,40.7,31.7,30.3,30,0,0,100
17,112,10/7/21 12:58,2756,20.91,20.783,0.127,0.1,2169,0.047,0.152,0.105,0.1,0.787,13.2,0.9,75,UNSTABLE / OPEN,0,0.25,0,0,82,0,91,7,0,3,0,ERR:0,41.1,31.7,30.2,30,0,0,100
18,112,10/7/21 13:04,2734,20.91,20.784,0.126,0.1,2145,0.047,0.15,0.104,0.1,0.785,13.1,0.901,75,UNSTABLE / OPEN,0,0.25,0,0,53,9,106,10,2,0,0,ERR:0,41.2,31.7,30.5,30,0,0,100
19,112,10/7/21 13:09,2812,20.91,20.78,0.13,0.1,2191,0.047,0.153,0.106,0.1,0.779,13.4,0.9,75,UNSTABLE / OPEN,0,0.25,0,0,136,55,164,85,4,4,0,ERR:0,41.2,31.7,30.2,30,0,0,100
20,112,10/7/21 13:15,2391,20.91,20.8,0.11,0.1,1809,0.046,0.134,0.087,0.1,0.756,11.4,0.901,75,UNSTABLE / OPEN,0,0.25,0,0,0,0,0,0,0,2,0,ERR:0,41.1,31.7,30.6,30,0,0,100
21,112,10/7/21 13:21,2355,20.91,20.801,0.109,0.2,1908,0.046,0.138,0.092,0.1,0.81,11.3,0.902,75,UNSTABLE / OPEN,0,0.25,0,0,109,17,80,19,0,5,0,ERR:0,41.2,31.7,30.3,30,0,0,100
22,112,10/7/21 13:26,2702,20.91,20.785,0.125,0.2,2156,0.048,0.151,0.104,0.1,0.798,13,0.903,75,UNSTABLE / OPEN,0,0.25,0,0,79,16,221,41,0,4,0,ERR:0,41.5,31.7,30.5,30,0,0,100
23,112,10/7/21 13:32,2809,20.91,20.78,0.129,0.2,2212,0.047,0.154,0.107,0.1,0.788,13.4,0.902,75,UNSTABLE / OPEN,0,0.25,0,0,67,0,127,2,0,1,0,ERR:0,41.5,31.7,30.5,30,0,0,100
24,112,10/7/21 13:38,2422,20.91,20.798,0.112,0.2,1911,0.047,0.139,0.092,0.1,0.789,11.6,0.901,75,UNSTABLE / OPEN,0,0.25,0,0,71,0,4,0,0,5,0,ERR:0,41.4,31.7,30.1,30,0,0,100
25,112,10/7/21 13:43,2432,20.91,20.798,0.112,0.2,1870,0.047,0.137,0.09,0.1,0.769,11.6,0.901,75,UNSTABLE / OPEN,0,0.25,0,0,104,0,195,3,0,2,0,ERR:0,41.3,31.7,30.7,30,0,0,100
26,112,10/7/21 13:49,2228,20.91,20.807,0.103,0.2,1747,0.047,0.131,0.084,0.1,0.784,10.7,0.901,75,STABLE / OPEN,0.15,0.4,0,0,36,0,8,0,0,3,0,ERR:0,41.3,31.7,30.4,30,0,0,100
27,112,10/7/21 13:55,2405,20.91,20.799,0.111,0.2,1909,0.047,0.139,0.092,0.1,0.794,11.5,0.902,75,STABLE / OPEN,0,0.4,0,0,56,0,168,9,0,6,0,ERR:0,41.5,31.7,30.1,30,0,0,100
28,112,10/7/21 14:00,2561,20.91,20.792,0.118,0.2,2023,0.046,0.144,0.097,0.1,0.79,12.3,0.903,75,STABLE / OPEN,0,0.4,0,0,47,0,131,2,0,1,0,ERR:0,41.4,31.7,30.7,30,0,0,100
29,112,10/7/21 14:06,2349,20.91,20.802,0.108,0.2,1862,0.046,0.136,0.09,0.2,0.793,11.3,0.903,75,STABLE / OPEN,0,0.4,0,0,24,0,26,0,0,3,0,ERR:0,41.2,31.7,30.4,30,0,0,100
30,112,10/7/21 14:12,2361,20.91,20.801,0.108,0.2,1849,0.046,0.135,0.089,0.2,0.783,11.3,0.904,75,STABLE / OPEN,0,0.4,0,0,50,0,79,3,0,6,0,ERR:0,41,31.7,30,30,0,0,100
31,112,10/7/21 14:17,2273,20.91,20.805,0.104,0.2,1768,0.046,0.131,0.085,0.2,0.778,10.8,0.904,75,STABLE / OPEN,0,0.4,0,0,46,0,7,1,0,0,0,ERR:0,41.2,31.7,30.6,30,0,0,100
32,112,10/7/21 14:23,2224,20.91,20.808,0.102,0.2,1737,0.046,0.13,0.084,0.2,0.781,10.6,0.904,75,STABLE / OPEN,0,0.4,0,0,60,0,66,4,0,3,0,ERR:0,41.1,31.7,30.4,30,0,0,100
33,112,10/7/21 14:29,2143,20.91,20.811,0.099,0.2,1685,0.046,0.127,0.081,0.2,0.786,10.3,0.9,75,STABLE / OPEN,0,0.4,0,0,246,0,61,1,0,2,0,ERR:0,40.8,31.7,30,30,0,0,100
34,112,10/7/21 14:34,2445,20.91,20.798,0.112,0.2,1874,0.046,0.136,0.09,0.2,0.767,11.6,0.903,75,STABLE / OPEN,0,0.4,0,0,31,0,289,5,0,3,0,ERR:0,41.5,31.7,30.6,30,0,0,100
35,112,10/7/21 14:40,2765,20.91,20.783,0.126,0.2,2080,0.046,0.146,0.1,0.2,0.752,13.1,0.902,75,STABLE / OPEN,0.05,0.45,0,0,126,41,215,69,0,3,0,ERR:0,41.3,31.7,30.4,30,0,0,100
36,112,10/7/21 14:46,3090,20.91,20.768,0.141,0.2,2334,0.046,0.158,0.112,0.2,0.755,14.7,0.903,75,UNSTABLE / OPEN,0,0.45,0,0,202,48,249,92,3,4,0,ERR:0,41.4,31.7,30.1,30,0,0,100
37,112,10/7/21 14:51,2844,20.91,20.78,0.13,0.3,2123,0.046,0.148,0.102,0.2,0.746,13.5,0.902,75,UNSTABLE / OPEN,0,0.45,0,0,82,0,71,3,0,2,0,ERR:0,41,31.7,30.6,30,0,0,100
38,112,10/7/21 14:57,2567,20.91,20.793,0.117,0.3,1917,0.046,0.138,0.092,0.2,0.747,12.2,0.902,75,UNSTABLE / OPEN,0,0.45,0,0,3,0,81,10,0,6,0,ERR:0,41,31.7,30.4,30,0,0,100
39,112,10/7/21 15:03,2379,20.91,20.8,0.11,0.3,1870,0.045,0.136,0.09,0.2,0.786,11.4,0.902,75,UNSTABLE / OPEN,0,0.45,0,0,21,8,22,5,0,3,0,ERR:0,41,31.7,30.1,30,0,0,100
40,112,10/7/21 15:08,2112,20.91,20.813,0.097,0.3,1658,0.046,0.125,0.08,0.2,0.785,10.1,0.903,75,UNSTABLE / OPEN,0,0.45,0,0,0,0,0,0,0,2,0,ERR:0,41.1,31.7,30.6,30,0,0,100
41,112,10/7/21 15:14,1916,20.91,20.822,0.088,0.3,1508,0.045,0.118,0.073,0.2,0.787,9.2,0.902,75,UNSTABLE / OPEN,0,0.45,0,0,0,0,0,0,0,3,0,ERR:0,41,31.7,30.3,30,0,0,100
42,112,10/7/21 15:20,1838,20.91,20.825,0.085,0.3,1442,0.046,0.115,0.07,0.2,0.785,8.8,0.903,75,STABLE / OPEN,0.16,0.61,0,0,3,1,8,2,0,6,0,ERR:0,40.9,31.7,30.1,30,0,0,100
43,112,10/7/21 15:25,1757,20.91,20.829,0.081,0.3,1345,0.045,0.11,0.065,0.2,0.765,8.4,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,7,2,10,3,0,3,0,ERR:0,40.7,31.7,30.6,30,0,0,100
44,112,10/7/21 15:31,1715,20.91,20.831,0.079,0.3,1333,0.045,0.11,0.064,0.2,0.777,8.2,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,0,0,0,0,0,6,0,ERR:0,40.7,31.7,30.3,30,0,0,100
45,112,10/7/21 15:37,2023,20.91,20.816,0.094,0.3,1625,0.045,0.124,0.078,0.2,0.803,9.7,0.903,75,CELL NOT RESPONDING / OPEN,0,0.61,0,0,57,2,317,42,0,0,0,ERR:0,40.9,31.7,30.3,30,0,0,100
46,112,10/7/21 15:42,2644,20.91,20.787,0.123,0.3,2152,0.045,0.149,0.104,0.2,0.814,12.7,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,148,39,432,110,4,1,0,ERR:0,41.4,31.7,30.6,30,0,0,100
47,112,10/7/21 15:48,2825,20.91,20.78,0.13,0.3,2228,0.045,0.152,0.107,0.2,0.789,13.5,0.904,75,UNSTABLE / OPEN,0,0.61,0,0,129,26,193,31,2,6,0,ERR:0,41,31.7,30.3,30,0,0,100
48,112,10/7/21 15:54,2427,20.91,20.799,0.111,0.3,1850,0.045,0.134,0.089,0.2,0.762,11.5,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,3,0,1,0,0,3,0,ERR:0,40.8,31.7,30.3,30,0,0,100
49,112,10/7/21 15:59,2141,20.91,20.811,0.099,0.3,1722,0.045,0.128,0.083,0.2,0.804,10.3,0.903,75,UNSTABLE / OPEN,0,0.61,0,0,9,0,50,1,0,2,0,ERR:0,40.8,31.7,30.5,30,0,0,100
50,112,10/7/21 16:05,2442,20.91,20.797,0.113,0.3,1950,0.045,0.139,0.094,0.2,0.799,11.7,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,185,29,216,85,15,2,0,ERR:0,41,31.7,30.2,30,0,0,100
51,112,10/7/21 16:11,2620,20.91,20.789,0.121,0.3,2103,0.046,0.147,0.101,0.2,0.803,12.6,0.903,75,UNSTABLE / OPEN,0,0.61,0,0,47,19,146,23,0,2,0,ERR:0,41.1,31.7,30.3,30,0,0,100
52,112,10/7/21 16:16,2371,20.91,20.8,0.11,0.3,1945,0.045,0.139,0.094,0.3,0.82,11.4,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,29,0,15,2,0,2,0,ERR:0,40.8,31.7,30.5,30,0,0,100
53,112,10/7/21 16:22,2116,20.91,20.811,0.098,0.3,1725,0.046,0.129,0.083,0.3,0.815,10.2,0.9,75,UNSTABLE / OPEN,0,0.61,0,0,185,2,59,9,0,5,0,ERR:0,40.3,31.7,30.2,30,0,0,100
54,112,10/7/21 16:28,1897,20.91,20.822,0.088,0.3,1533,0.045,0.12,0.074,0.3,0.808,9.1,0.901,75,UNSTABLE / OPEN,0,0.61,0,0,48,0,50,2,0,1,0,ERR:0,40.1,31.7,30.6,30,0,0,100
55,112,10/7/21 16:33,1810,20.91,20.826,0.084,0.3,1463,0.045,0.116,0.071,0.3,0.808,8.7,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,28,0,37,3,0,1,0,ERR:0,39.9,31.7,30.5,30,0,0,100
56,112,10/7/21 16:39,1739,20.91,20.829,0.081,0.4,1433,0.045,0.114,0.069,0.3,0.824,8.4,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,9,0,16,2,0,2,0,ERR:0,39.9,31.7,30.1,30,0,0,100
57,112,10/7/21 16:45,1717,20.91,20.83,0.079,0.4,1380,0.045,0.112,0.067,0.3,0.804,8.2,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,3,0,230,1,0,2,0,ERR:0,39.7,31.7,30.7,30,0,0,100
58,112,10/7/21 16:50,1663,20.91,20.833,0.077,0.4,1333,0.045,0.109,0.064,0.3,0.802,8,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,115,1,46,2,0,5,0,ERR:0,39.6,31.7,30.4,30,0,0,100
59,112,10/7/21 16:56,1650,20.91,20.834,0.076,0.4,1304,0.045,0.108,0.063,0.3,0.79,7.9,0.903,75,UNSTABLE / OPEN,0,0.61,0,0,131,0,43,0,0,2,0,ERR:0,39.3,31.7,30.1,30,0,0,100
60,112,10/7/21 17:02,1618,20.91,20.835,0.075,0.4,1284,0.045,0.107,0.062,0.3,0.794,7.8,0.903,75,UNSTABLE / OPEN,0,0.61,0,0,59,3,93,3,0,1,0,ERR:0,39.4,31.7,30.7,30,0,0,100
61,112,10/7/21 17:07,1589,20.91,20.836,0.073,0.4,1268,0.045,0.106,0.061,0.3,0.798,7.6,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,0,0,3,1,0,3,0,ERR:0,39.5,31.7,30.4,30,0,0,100
62,112,10/7/21 17:13,1575,20.91,20.837,0.073,0.4,1294,0.045,0.107,0.062,0.3,0.822,7.6,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,1,0,404,8,0,3,0,ERR:0,39.6,31.7,30,30,0,0,100
63,112,10/7/21 17:19,1664,20.91,20.833,0.077,0.4,1317,0.045,0.108,0.063,0.3,0.792,8,0.904,75,UNSTABLE / OPEN,0,0.61,0,0,6,0,120,8,0,0,0,ERR:0,39.8,31.7,30.6,30,0,0,100
64,112,10/7/21 17:24,1626,20.91,20.834,0.075,0.4,1325,0.045,0.109,0.064,0.3,0.815,7.8,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,0,0,3,0,0,4,0,ERR:0,39.7,31.7,30.4,30,0,0,100
65,112,10/7/21 17:30,1641,20.91,20.834,0.076,0.4,1324,0.045,0.108,0.064,0.3,0.807,7.9,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,1,0,144,1,0,3,0,ERR:0,39.6,31.7,30,30,0,0,100
66,112,10/7/21 17:36,1590,20.91,20.836,0.074,0.4,1295,0.045,0.107,0.062,0.3,0.814,7.7,0.903,75,UNSTABLE / OPEN,0,0.61,0,0,0,0,61,5,0,1,0,ERR:0,39.5,31.7,30.6,30,0,0,100
67,112,10/7/21 17:41,1648,20.91,20.834,0.076,0.4,1307,0.044,0.107,0.063,0.3,0.793,7.9,0.902,75,UNSTABLE / OPEN,0,0.61,0,0,5,0,69,7,0,0,0,ERR:0,39.5,31.7,30.3,30,0,0,100
68,112,10/7/21 17:47,1896,20.91,20.822,0.087,0.4,1492,0.044,0.116,0.072,0.3,0.787,9.1,0.902,75,UNSTABLE / OPEN,0.21,0.83,0,0,24,0,97,4,0,5,0,ERR:0,39.9,31.7,30.2,30,0,0,100
69,112,10/7/21 17:53,2632,20.91,20.789,0.121,0.4,2071,0.044,0.144,0.1,0.3,0.787,12.6,0.902,75,UNSTABLE / OPEN,0,0.83,0,0,175,0,413,27,0,2,0,ERR:0,40.3,31.7,30.6,30,0,0,100
70,112,10/7/21 17:58,2776,20.91,20.782,0.127,0.4,2134,0.044,0.147,0.103,0.3,0.769,13.2,0.902,75,UNSTABLE / OPEN,0,0.83,0,0,135,45,413,67,8,3,0,ERR:0,40,31.7,30.3,30,0,0,100
71,112,10/7/21 18:04,2332,20.91,20.804,0.106,0.4,1717,0.044,0.127,0.083,0.3,0.736,11,0.903,75,UNSTABLE / OPEN,0,0.83,0,0,16,0,0,0,0,0,0,ERR:0,39.6,31.7,30.6,30,0,0,0
72,112,10/7/21 18:10,2005,20.91,20.818,0.092,0.4,1547,0.044,0.119,0.075,0.3,0.772,9.6,0.902,75,STABLE / OPEN,0.04,0.87,0,0,68,0,93,0,0,0,0,ERR:0,39.5,31.6,30.3,30,0,0,0
73,112,10/7/21 18:15,1827,20.91,20.826,0.084,0.4,1411,0.044,0.112,0.068,0.3,0.772,8.7,0.902,75,STABLE / OPEN,0,0.87,0,0,6,0,53,5,0,1,0,ERR:0,39.3,31.6,30.4,30,0,0,0
74,112,10/7/21 18:21,1734,20.91,20.83,0.08,0.4,1359,0.044,0.11,0.066,0.3,0.783,8.3,0.901,75,STABLE / OPEN,0,0.87,0,0,2,0,18,10,0,0,0,ERR:0,39.2,31.5,30.4,30,0,0,0
75,112,10/7/21 18:27,2066,20.91,20.815,0.095,0.4,1576,0.044,0.12,0.076,0.3,0.763,9.8,0.903,75,UNSTABLE / OPEN,0,0.87,0,0,104,22,173,44,6,1,0,ERR:0,39.4,31.6,30.3,30,0,0,0
76,112,10/7/21 18:32,2787,20.91,20.782,0.128,0.4,2150,0.044,0.148,0.104,0.3,0.771,13.3,0.902,75,UNSTABLE / OPEN,0,0.87,0,0,291,34,196,78,11,1,0,ERR:0,39.9,31.5,30.4,30,0,0,0
77,112,10/7/21 18:38,3278,20.91,20.758,0.151,0.5,2624,0.045,0.171,0.126,0.3,0.8,15.7,0.903,75,UNSTABLE / OPEN,0,0.87,0,0,165,0,211,10,0,1,0,ERR:0,39.9,31.5,30.4,30,0,0,0
78,112,10/7/21 18:44,3056,20.91,20.768,0.141,0.5,2481,0.044,0.164,0.12,0.4,0.812,14.7,0.903,75,UNSTABLE / OPEN,0.15,1.01,0,0,201,27,145,34,10,0,0,ERR:0,39.2,31.5,30.4,30,0,0,0
79,112,10/7/21 18:49,3122,20.91,20.764,0.146,0.5,2646,0.044,0.172,0.127,0.4,0.848,15.2,0.903,75,UNSTABLE / OPEN,0,1.01,0,0,329,45,253,77,29,0,0,ERR:0,39.6,31.5,30.4,30,0,0,0
80,112,10/7/21 18:55,2864,20.91,20.777,0.133,0.5,2371,0.044,0.158,0.114,0.4,0.828,13.8,0.905,75,UNSTABLE / OPEN,0,1.01,0,0,97,46,177,77,0,0,0,ERR:0,39.6,31.5,30.4,30,0,0,0
81,112,10/7/21 19:01,2494,20.91,20.794,0.116,0.5,2096,0.044,0.145,0.101,0.4,0.841,12.1,0.903,75,UNSTABLE / OPEN,0,1.01,0,0,147,16,37,11,0,0,0,ERR:0,39.4,31.6,30.4,30,0,0,0
82,112,10/7/21 19:06,2300,20.91,20.803,0.107,0.5,1896,0.044,0.135,0.091,0.4,0.824,11.1,0.904,75,UNSTABLE / OPEN,0,1.01,0,0,9,3,29,14,0,0,0,ERR:0,39.1,31.5,30.4,30,0,0,0
83,112,10/7/21 19:12,2065,20.91,20.813,0.097,0.5,1814,0.044,0.131,0.087,0.4,0.878,10.1,0.903,75,UNSTABLE / OPEN,0,1.01,0,0,0,0,0,0,0,3,0,ERR:0,39,31.6,30.2,30,0,0,0
84,112,10/7/21 19:18,1998,20.91,20.816,0.094,0.5,1739,0.044,0.128,0.084,0.4,0.87,9.8,0.901,75,UNSTABLE / OPEN,0,1.01,0,0,6,1,2,1,0,0,0,ERR:0,38.9,31.5,30.4,30,0,0,0
85,112,10/7/21 19:23,1943,20.91,20.818,0.092,0.5,1736,0.044,0.128,0.084,0.4,0.894,9.6,0.902,75,UNSTABLE / OPEN,0,1.01,0,0,34,16,42,16,0,3,0,ERR:0,38.9,31.5,30.1,30,0,0,0
86,112,10/7/21 19:29,2519,20.91,20.791,0.118,0.5,2217,0.044,0.151,0.107,0.4,0.88,12.3,0.903,75,UNSTABLE / OPEN,0,1.01,0,0,161,37,292,105,9,1,0,ERR:0,39.5,31.5,30.5,30,0,0,0
87,112,10/7/21 19:35,2454,20.91,20.795,0.115,0.5,2115,0.044,0.146,0.102,0.4,0.862,12,0.903,75,UNSTABLE / OPEN,0,1.01,0,0,83,40,286,46,0,1,0,ERR:0,39.6,31.6,30,30,0,0,0
88,112,10/7/21 19:40,2324,20.91,20.802,0.108,0.5,1959,0.045,0.139,0.094,0.4,0.843,11.3,0.904,75,UNSTABLE / OPEN,0,1.01,0,0,6,0,120,2,0,1,0,ERR:0,39.6,31.5,30.5,30,0,0,0
89,112,10/7/21 19:46,2137,20.91,20.809,0.101,0.5,1894,0.044,0.136,0.091,0.4,0.886,10.5,0.901,75,UNSTABLE / OPEN,0,1.01,0,0,11,8,8,2,0,2,0,ERR:0,38.8,31.5,30,30,0,0,0
90,112,10/7/21 19:52,2163,20.91,20.808,0.102,0.5,1936,0.044,0.138,0.093,0.4,0.895,10.6,0.902,75,UNSTABLE / OPEN,0.28,1.3,0,0,26,18,32,10,4,0,0,ERR:0,39,31.5,30.5,30,0,0,0
91,112,10/7/21 19:57,1989,20.91,20.816,0.094,0.5,1751,0.044,0.129,0.085,0.4,0.88,9.7,0.901,75,UNSTABLE / OPEN,0,1.3,0,0,10,0,24,7,0,1,0,ERR:0,38.5,31.5,30,30,0,0,0
92,112,10/7/21 20:03,1959,20.91,20.818,0.092,0.5,1703,0.044,0.127,0.082,0.4,0.87,9.6,0.902,75,UNSTABLE / OPEN,0,1.3,0,0,24,0,29,7,0,0,0,ERR:0,38.6,31.5,30.5,30,0,0,0
93,112,10/7/21 20:09,2598,20.91,20.787,0.123,0.5,2382,0.044,0.159,0.115,0.4,0.917,12.8,0.902,75,UNSTABLE / OPEN,0,1.3,0,0,166,39,344,80,9,3,0,ERR:0,38.8,31.5,30,30,0,0,0
94,112,10/7/21 20:14,2879,20.91,20.774,0.136,0.6,2592,0.044,0.169,0.125,0.4,0.9,14.2,0.902,75,UNSTABLE / OPEN,0,1.3,0,0,197,30,248,60,2,1,0,ERR:0,39,31.5,30.5,30,0,0,0
95,112,10/7/21 20:20,2591,20.91,20.788,0.122,0.6,2301,0.044,0.155,0.111,0.4,0.888,12.7,0.901,75,STABLE / OPEN,0.12,1.42,0,0,104,24,601,38,0,5,0,ERR:0,38.6,31.5,30,30,0,0,0
96,112,10/7/21 20:26,2881,20.91,20.774,0.136,0.6,2568,0.045,0.168,0.124,0.4,0.891,14.2,0.903,75,UNSTABLE / OPEN,0,1.42,0,0,157,35,190,68,17,0,0,ERR:0,38.8,31.5,30.5,30,0,0,0
97,112,10/7/21 20:31,2537,20.91,20.79,0.119,0.6,2226,0.045,0.152,0.108,0.5,0.877,12.4,0.901,75,UNSTABLE / OPEN,0,1.42,0,0,4,0,26,11,0,3,0,ERR:0,38.7,31.5,30.1,30,0,0,0
