Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/16/2022 6:11:25 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.BDTA

GROUP/CAGE:0115
SUBJECT ID:F8-4
SUBJECT MASS:17.8 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 3 ,011502,3/15/2022,3/15/2022 7:06:35 AM ,3/15/2022 7:09:11 AM , 156 ,0.22,0.22,g,
 2 , 4 ,011502,3/15/2022,3/15/2022 7:11:46 AM ,3/15/2022 7:13:30 AM , 104 ,1.11,1.33,g,
 3 , 4 ,011502,3/15/2022,3/15/2022 7:14:44 AM ,3/15/2022 7:15:51 AM , 67 ,0.34,1.66,g,
 4 , 6 ,011502,3/15/2022,3/15/2022 7:25:45 AM ,3/15/2022 7:26:03 AM , 18 ,1.08,2.75,g,
 5 , 6 ,011502,3/15/2022,3/15/2022 7:27:42 AM ,3/15/2022 7:28:45 AM , 63 ,0.04,2.79,g,
 6 , 8 ,011502,3/15/2022,3/15/2022 7:34:38 AM ,3/15/2022 7:35:16 AM , 38 ,0.25,3.04,g,
 7 , 20 ,011502,3/15/2022,3/15/2022 8:46:04 AM ,3/15/2022 8:47:36 AM , 92 ,0.80,3.84,g,
 8 , 102 ,011502,3/15/2022,3/15/2022 4:28:28 PM ,3/15/2022 4:29:30 PM , 62 ,0.80,4.65,g,
 9 , 140 ,011502,3/15/2022,3/15/2022 8:05:35 PM ,3/15/2022 8:05:55 PM , 20 ,0.51,5.16,g,
 10 , 171 ,011502,3/15/2022,3/15/2022 10:57:40 PM ,3/15/2022 11:00:10 PM , 150 ,0.80,5.96,g,
 11 , 180 ,011502,3/15/2022,3/15/2022 11:54:57 PM ,3/15/2022 11:55:29 PM , 32 ,0.16,6.12,g,
