Oxymax Drinking Events CSV File 

CSV FILE CREATION:3/16/2022 6:11:21 AM
DATA FILENAME:C:\Users\jonbr\Documents\Brestoff Lab\2022-03-15 B6 Fed Fasting 30c D2.BDTA

GROUP/CAGE:0109
SUBJECT ID:F8-1
SUBJECT MASS:18.7 grams



:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
COUNT,INTERVAL,CHANNEL,DATE,START,END,DURATION,VALUE,ACCUM,UNITS,
#,#,#,,,,seconds,,,,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
 1 , 1 ,010902,3/15/2022,3/15/2022 6:58:55 AM ,3/15/2022 7:00:34 AM , 99 ,0.26,0.26,g,
 2 , 2 ,010902,3/15/2022,3/15/2022 7:03:00 AM ,3/15/2022 7:03:22 AM , 22 ,0.06,0.32,g,
 3 , 10 ,010902,3/15/2022,3/15/2022 7:48:17 AM ,3/15/2022 7:49:27 AM , 70 ,1.05,1.37,g,
 4 , 87 ,010902,3/15/2022,3/15/2022 3:07:11 PM ,3/15/2022 3:07:27 PM , 16 ,0.74,2.11,g,
 5 , 156 ,010902,3/15/2022,3/15/2022 9:34:02 PM ,3/15/2022 9:35:51 PM , 109 ,0.06,2.17,g,
 6 , 196 ,010902,3/16/2022,3/16/2022 1:24:27 AM ,3/16/2022 1:25:43 AM , 76 ,0.56,2.73,g,
 7 , 230 ,010902,3/16/2022,3/16/2022 4:37:18 AM ,3/16/2022 4:38:22 AM , 64 ,0.51,3.24,g,
 8 , 234 ,010902,3/16/2022,3/16/2022 4:59:46 AM ,3/16/2022 5:01:20 AM , 94 ,0.95,4.19,g,
