"","Interval_num","Adaptive.EE","Ambulatory.EE","ThermicEffect.EE","RMR.EE"
"1","209",7.83197673933641,9.12836653191063,0,5.93965672875296
"2","210",10.1002290048641,6.35168980171226,0,5.44808119342364
"3","211",12.3153608623996,0,0,7.98463913760037
"4","212",11.9153608623996,0,0,7.98463913760037
"5","213",10.8776503717779,1.63240347446598,0,6.98994615375608
"6","214",10.1153608623996,0,0,7.98463913760037
"7","215",8.31536086239963,0,0,7.98463913760037
"8","216",5.71536086239963,0,0,7.98463913760037
"9","217",6.70226005169453,0.583532387151855,0,7.71420756115361
"10","218",6.31536086239963,0,0,7.98463913760037
"11","219",8.55508672831622,1.09943839623304,0,7.24547487545075
"12","220",7.31536086239963,0,0,7.98463913760037
"13","221",5.91536086239963,0,0,7.98463913760037
"14","222",6.51536086239963,0,0,7.98463913760037
"15","223",6.21536086239963,0,0,7.98463913760037
"16","224",6.21536086239963,0,0,7.98463913760037
"17","225",7.21536086239963,0,0,7.98463913760037
"18","226",6.41536086239963,0,0,7.98463913760037
"19","227",6.11536086239963,0,0,7.98463913760037
"20","228",6.51536086239963,0,0,7.98463913760037
"21","229",6.51536086239963,0,0,7.98463913760037
"22","230",6.31536086239963,0,0,7.98463913760037
"23","231",7.81536086239963,0,0,7.98463913760037
"24","232",9.71070412593019,1.38408652193283,0,7.10520935213698
"25","233",9.51536086239963,0,0,7.98463913760037
"26","234",8.21536086239963,0,0,7.98463913760037
"27","235",6.61536086239963,0,0,7.98463913760037
"28","236",5.91536086239963,0,0,7.98463913760037
"29","237",5.71536086239963,0,0,7.98463913760037
"30","238",4.90917289006491,1.39544423374995,0,7.89538287618514
"31","239",5.00917289006491,1.40527130581861,0,7.88555580411648
"32","240",6.04086785878045,0.79449817045056,0,7.36463397076899
"33","241",5.64086785878045,0.772117940297023,0,7.38701420092253
"34","242",6.31536086239963,0,0,7.98463913760037
"35","243",6.11536086239963,0,0,7.98463913760037
"36","244",5.81536086239963,0,0,7.98463913760037
"37","245",4.81536086239963,0,0,7.98463913760037
"38","246",4.81536086239963,0,0,7.98463913760037
"39","247",6.21536086239963,0,0,7.98463913760037
"40","248",6.7833673610463,4.5524433315581,0,6.96418930739561
"41","249",9.08752079044151,5.21367428826774,0,6.39880492129074
"42","250",9.93692631802499,4.85510291731441,0,6.5079707646606
"43","251",8.30916265302687,6.0580672678066,0,6.43277007916653
"44","252",11.1907193319801,0.907167850824633,0,7.30211281719528
"45","253",9.74086785878045,1.00151529937078,0,7.15761684184878
"46","254",7.6107041259302,1.22438423094058,0,7.26491164312922
"47","255",6.21536086239963,0,0,7.98463913760037
"48","256",5.71536086239963,0,0,7.98463913760037
"49","257",6.51536086239963,0,0,7.98463913760037
"50","258",6.70226005169453,0.583532387151855,0,7.71420756115361
"51","259",6.50226005169453,0.575751955323164,0,7.7219879929823
"52","260",7.19071933198008,0.720122933128833,0,7.48915773489109
"53","261",6.31536086239963,0,0,7.98463913760037
"54","262",7.30226005169453,0.606873682637929,0,7.69086626566754
"55","263",6.91536086239963,0,0,7.98463913760037
"56","264",6.01536086239963,0,0,7.98463913760037
"57","265",5.51536086239963,0,0,7.98463913760037
"58","266",5.80226005169453,0.548520443922744,0,7.74921950438272
"59","267",5.81536086239963,0,0,7.98463913760037
"60","268",5.68592006790333,0.932491270110356,0,7.58158866198631
"61","269",6.21536086239963,0,0,7.98463913760037
"62","270",5.31536086239963,0,0,7.98463913760037
"63","271",4.60226005169453,0.501837852950595,0,7.79590209535487
"64","272",4.81536086239963,0,0,7.98463913760037
"65","273",5.40226005169453,0.532959580265361,0,7.76478036804011
"66","274",7.60226005169453,0.618544330380966,0,7.6791956179245
"67","275",7.28560798469166,4.4060521229506,0,6.70833989235774
"68","276",10.095138041564,1.07660362589026,0,7.12825833254569
"69","277",8.51536086239963,0,0,7.98463913760037
"70","278",7.61536086239963,0,0,7.98463913760037
"71","279",5.21536086239963,0,0,7.98463913760037
"72","280",7.40226005169453,0.610763898552275,0,7.68697604975319
"73","281",7.11536086239963,0,0,7.98463913760037
"74","282",6.01536086239963,0,0,7.98463913760037
"75","283",5.91536086239963,0,0,7.98463913760037
"76","284",6.31536086239963,0,0,7.98463913760037
"77","285",5.50226005169453,0.536849796179707,0,7.76089015212576
"78","286",6.41536086239963,0,0,7.98463913760037
"79","287",5.31536086239963,0,0,7.98463913760037
"80","288",6.11536086239963,0,0,7.98463913760037
"81","289",5.61536086239963,0,0,7.98463913760037
"82","290",4.31536086239963,0,0,7.98463913760037
"83","291",4.24086785878045,0.693787134759644,0,7.46534500645991
"84","292",4.51536086239963,0,0,7.98463913760037
"85","293",5.73000840645294,1.24416173795941,0,7.42582985558766
"86","294",6.99901714510114,2.20484198883751,0.712416564147514,7.18372430191384
"87","295",7.31292285883504,3.37494322714806,0,7.5121339140169
"88","296",8.99130814545682,2.56353278558396,0,7.14515906895922
"89","297",9.62301400795616,5.69826787079178,0,5.77871812125206
"90","298",8.6810522984573,4.94429371454705,0.586047841061353,6.18860614593429
